file_name,province,year,num_all,num_c1,num_c2,num_c3,num_c4,num_c5,TV_S,TV_D,TV_O,A_S,temperature,rain,death
kerman-1399,Kerman,1399,167321148,127499144,11326608,5824500,2341913,20328983,13549803,13301371,2681996,77.92965331,15,71.5,691
kerman-1400,Kerman,1400,175045510,137986482,8795543,6804565,2028639,19430281,17689280,19182360,906862,77.82475957,15.3,74.1,773
kerman-1401,Kerman,1401,218386107,175373931,11081968,7348128,2285458,22296622,27030946,27355453,699755,78.40524214,15.5,94,904
kerman-1402,Kerman,1402,206063933,163535242,10237169,6445505,2314612,23531405,27208941,26739098,726569,79.13709751,15.4,67.4,1013
kerman-1403,Kerman,1403,177605032,138662388,9310758,5825718,2329690,21476478,21851511,22779876,463532,78.91237455,15.5,80.8,835
khuzestan-1395,Khuzestan,1395,107277030,83809649,6789119,5114911,4714813,6848538,11378906,10671238,1180061,73.82392313,25.2,315.2,568
khuzestan-1396,Khuzestan,1396,183633375,146997686,9207790,9305132,5042984,13079783,14292777,18377761,1345519,74.49144263,25.8,387,542
khuzestan-1397,Khuzestan,1397,220081559,180233771,9279338,11285489,4054456,15228505,13662683,22381219,1394541,73.2624812,25.5,214.5,547
khuzestan-1398,Khuzestan,1398,225903914,185574391,8849721,11106727,4275017,16098058,12925176,21980707,1460781,73.27831759,25.5,298.1,589
khuzestan-1399,Khuzestan,1399,184495795,145958498,8300591,10594604,3763565,15878537,12216809,15456262,2478271,72.40445676,25.9,313,598
khuzestan-1400,Khuzestan,1400,202388238,163977715,10637394,8494250,2979843,16299036,14420459,23027257,892261,71.90761332,27.2,358,651
khuzestan-1401,Khuzestan,1401,253669543,212719210,12317085,6979169,2218935,19435144,18896096,37917266,615525,72.37728865,27.3,224,726
khuzestan-1402,Khuzestan,1402,295275149,247515154,14183634,7464605,2188047,23923709,22311516,49194329,978761,69.86396569,26.6,189.4,824
khuzestan-1403,Khuzestan,1403,316724378,263432817,16942895,8334394,2017252,25997020,25404627,50184975,1068978,69.69431232,28.6,155.2,718
kurdistan-1395,Kordestan,1395,63949293,53798172,3082275,3463566,1012918,2592362,3908869,7242486,924640,71.63815684,14.2,428.4,294
kurdistan-1396,Kordestan,1396,79156363,67081863,3701349,3891220,1134421,3347510,4161858,9491783,2072763,70.60374434,14.4,407.3,310
kurdistan-1397,Kordestan,1397,84935372,72921781,3834235,3748317,1107846,3323193,3967237,11021402,1704418,69.9599662,14.4,385.6,314
kurdistan-1398,Kordestan,1398,88797806,76100686,4520673,3603842,848425,3724180,4474000,11868465,2209379,69.00254815,15.6,425.1,270
kurdistan-1399,Kordestan,1399,86378868,73026990,4484644,3920118,829012,4118104,4324344,10724601,2707142,68.29860405,16,374,270
kurdistan-1400,Kordestan,1400,92493992,79855638,4127742,3846107,984978,3679527,5154653,12781102,2139801,69.06847063,16.2,302.5,336
kurdistan-1401,Kordestan,1401,101781613,87869314,4408609,4464953,1444877,3593860,7725155,14408651,1616750,71.63202479,15.9,285.7,364
kurdistan-1402,Kordestan,1402,105741933,92794078,6594475,1688287,997525,3667568,8598200,8606083,1583379,72.6998464,16.9,329.1,320
kurdistan-1403,Kordestan,1403,105849186,92501761,5113569,2751150,898520,4584186,10851620,10880127,930545,74.94859293,15.8,254.7,313
lorestan-1395,Lorestan,1395,75533098,58984281,5027050,3613420,2757619,5150728,10533847,7314664,901669,80.64821809,17.3,496.9,350
lorestan-1396,Lorestan,1396,109306276,84731053,5891500,7524259,2022327,9137137,6323824,10316338,511946,76.73496489,17.6,471.7,351
lorestan-1397,Lorestan,1397,119949465,95436183,5657288,8035807,2136175,8684012,7061872,12333542,482553,77.0660163,17.8,476.7,342
lorestan-1398,Lorestan,1398,130631605,103122314,6114293,9146722,2707783,9540493,8241421,14076619,532739,76.97650153,18.3,398,416
lorestan-1399,Lorestan,1399,115650996,89578771,5996027,8535920,2538503,9001775,5915792,9654838,404046,75.13111991,17.8,467.3,309
lorestan-1400,Lorestan,1400,122010051,96352447,6027698,8135418,2634475,8860013,11185623,11685272,416035,77.16004584,17.6,378,327
lorestan-1401,Lorestan,1401,118320149,97500164,5912337,5374782,2383531,7149335,13702719,13112256,454254,80.61071695,19,373.6,386
lorestan-1402,Lorestan,1402,132272408,111844833,7380422,2909590,2211599,7925964,10612013,14794203,314139,80.13447058,18.4,386.1,392
lorestan-1403,Lorestan,1403,130629136,106562958,10446750,3655963,1620657,8342808,9198920,16999645,287245,78.1020704,19.5,347.5,343
mahal-1395,Chaharmahal and Bakhtiari,1395,85182796,75657308,4569268,1256938,1888184,1811098,13484851,8045917,1404428,80.11173642,8.2,296.9,165
mahal-1396,Chaharmahal and Bakhtiari,1396,94598195,84561710,4975638,1332818,2026071,1701958,13326745,5653431,818139,80.10277898,8.4,289,176
mahal-1397,Chaharmahal and Bakhtiari,1397,114715986,101724791,5783352,2503579,1955695,2748569,14216783,13248603,704502,78.66500941,8.3,301.4,161
mahal-1398,Chaharmahal and Bakhtiari,1398,113748586,100818757,5497030,2588434,1178361,3666004,13864953,13248065,729203,78.0247722,8.9,253.8,175
mahal-1399,Chaharmahal and Bakhtiari,1399,105176296,91722556,4327803,4113515,1492011,3520411,5990760,10485727,850087,73.67084142,9.4,260.3,165
mahal-1400,Chaharmahal and Bakhtiari,1400,114702595,100904993,3766456,4337290,2032306,3661550,9223092,12426077,888054,74.45822042,9.9,162.8,186
mahal-1401,Chaharmahal and Bakhtiari,1401,134249422,119881730,4185470,4553720,1655194,3973308,8656728,16957447,1019280,75.21404178,10.3,279.9,178
mahal-1402,Chaharmahal and Bakhtiari,1402,139365074,124367399,4379851,4552584,1633867,4431373,12885152,19185349,907273,78.12438689,10,260.8,282
mahal-1403,Chaharmahal and Bakhtiari,1403,147355843,130253631,6095478,4631072,1902496,4473166,17151727,20867914,337545,78.58303346,9.6,265,228
markazi-1395,Markazi,1395,152786405,115683268,12125601,7717553,6204903,11055080,17017655,19750005,297435,85.30513063,13.7,323.2,420
markazi-1396,Markazi,1396,183182690,140138049,13848611,9086406,6382445,13727179,20452448,23266866,297333,81.92292056,13.7,301.1,422
markazi-1397,Markazi,1397,214858192,160678516,19725033,12159215,6473678,15821750,22830106,28134377,656864,81.73211745,13.9,262.1,448
markazi-1398,Markazi,1398,216167965,160569476,18921856,14029552,4753020,17894061,23550457,33994173,811938,82.2684247,14.2,263.1,429
markazi-1399,Markazi,1399,189186594,136042798,18264275,12060566,3169974,19648981,27186966,31753688,918542,84.71593585,15.3,230.7,389
markazi-1400,Markazi,1400,238245268,180007941,21248424,12180286,2162216,22646401,34425246,45000024,943534,86.12839257,15.1,258.4,434
markazi-1401,Markazi,1401,282934045,223173512,21114912,12275110,1614455,24756056,39576781,62583486,1038495,85.74243798,14.9,184.9,536
markazi-1402,Markazi,1402,268852478,213275091,19625689,10935781,1672130,23343787,40501241,56881279,1096583,84.98573564,16.7,164.7,540
markazi-1403,Markazi,1403,266792396,214963338,19180313,8606973,1770299,22271473,48421258,53657491,901568,85.21546463,15.9,127.7,401
mazandaran-1395,Mazandaran,1395,419150080,380349447,19979350,10402984,3655753,4762546,15453811,78654281,1049598,71.72336473,18.3,781.6,426
mazandaran-1396,Mazandaran,1396,545368017,491172877,19763954,22013826,5157649,7259711,10990541,136416738,2074423,69.08545329,18.5,759.8,427
mazandaran-1397,Mazandaran,1397,576462424,528019449,19215073,17960286,5495521,5772095,20163648,128319299,2663492,69.22429132,18.6,721.2,429
mazandaran-1398,Mazandaran,1398,555705509,506882160,21818101,16585487,4123926,6295835,21852494,103027711,3379786,68.75220449,19.1,670.9,461
mazandaran-1399,Mazandaran,1399,491585162,442417083,25873351,13010582,3376018,6908128,42146794,67242962,2073796,68.69931724,18.6,752,349
mazandaran-1400,Mazandaran,1400,501800071,456626682,25401353,9723013,2937485,7111538,37872104,72331056,1475828,69.32602371,19.8,673.2,386
mazandaran-1401,Mazandaran,1401,603768505,551667892,30757998,9561622,3743492,8037501,26015340,131223445,2010678,72.60148481,19.2,741.1,447
mazandaran-1402,Mazandaran,1402,634324886,583227980,26964694,12725198,3377178,8029836,44655485,170442362,216345,68.72602918,18.9,571.2,453
mazandaran-1403,Mazandaran,1403,567639590,520812472,22367843,12001604,2852340,9605331,20031701,77918923,64270055,71.83200113,19.3,672.2,354
qazvin-1395,Qazvin,1395,216811599,181424187,8831469,10368215,3689062,12498666,8000125,41478456,282453,83.4221199,12.1,276.3,261
qazvin-1396,Qazvin,1396,241412275,204418619,8097590,11155379,4619462,13121225,7341124,46800914,296250,82.82740989,12.8,226.7,232
qazvin-1397,Qazvin,1397,262255061,227463020,9849711,9044942,4992825,10904563,12641576,61988745,343117,78.45871414,12.3,198.6,237
qazvin-1398,Qazvin,1398,280059212,238169444,16918334,7287196,7319623,10364615,9394636,67901353,740601,78.74764695,13.2,178.2,232
qazvin-1399,Qazvin,1399,234030373,191400675,11059104,12970373,5162343,13437878,10852935,39605035,788146,73.87828797,13.2,195.6,221
qazvin-1400,Qazvin,1400,247869690,206671980,11968422,11339173,4575225,13314890,35550399,47562148,332195,78.33499954,13.5,155,224
qazvin-1401,Qazvin,1401,304363001,259249400,27970753,3796547,1778133,11568168,16560467,35288987,352929,76.61045919,13,244.8,285
qazvin-1402,Qazvin,1402,317745839,271980189,26258869,4183496,1980963,13342322,23386410,36507126,304299,77.523442,13.5,104.1,273
qazvin-1403,Qazvin,1403,214718734,169582355,17544068,9040985,7018786,11532540,17343125,21138017,72246,67.3085179,13.4,88.5,261
qom-1395,Qom,1395,241922142,196232414,13949480,7886904,7375034,16478310,44775808,41213894,7400490,81.60193769,18.4,140.9,218
qom-1396,Qom,1396,284782300,232227996,14304600,10708093,8878107,18663504,37914727,42004903,970538,78.50245145,18.6,116,156
qom-1397,Qom,1397,265478005,218673368,13975330,9042373,8819101,14967833,33312172,46629475,711965,80.98806065,19.1,119.9,196
qom-1398,Qom,1398,265926460,220409752,15290582,7788098,6930779,15507249,33523830,38351058,515162,80.0381024,19.2,99.5,156
qom-1399,Qom,1399,230102616,182251946,16635324,8735999,5572338,16907009,37557565,24407884,438673,79.30430108,19.9,130.9,171
qom-1400,Qom,1400,283695934,229934645,19939740,9082922,5770259,18968368,46743335,30214809,396658,78.82522148,19.5,80.4,174
qom-1401,Qom,1401,288427208,246041434,17930705,5979017,5082751,13393301,42043346,50934301,1155495,80.53191489,20.5,65.7,216
qom-1402,Qom,1402,306579458,264135816,13190800,8283258,5529647,15439937,38704167,71161135,342562,82.21280894,18.9,88.1,211
qom-1403,Qom,1403,272947170,233542557,13750237,7113960,5128072,13412344,45968729,63432165,404787,83.70369377,20.8,71.2,187
razavi-1395,Razavi Khorasan,1395,195724245,164810335,10725147,7354521,3583687,9250555,24079475,34896038,1644811,77.36627838,14.2,77.4,622
razavi-1396,Razavi Khorasan,1396,264590876,226344348,11184536,9542326,5440688,12078978,17799190,53014600,1769347,77.45747165,14.6,102.1,595
razavi-1397,Razavi Khorasan,1397,303123533,258706601,11539369,11685056,5991591,15200916,19503281,61071960,1714015,76.13159965,14.3,83.7,617
razavi-1398,Razavi Khorasan,1398,319035857,272577156,11762873,11938321,5996403,16761104,20297964,58437640,1586749,75.69982695,14.5,92.1,625
razavi-1399,Razavi Khorasan,1399,277629349,231276714,12847834,12378177,5066887,16059737,16556592,47395359,1932320,75.05512661,15.6,116.1,463
razavi-1400,Razavi Khorasan,1400,313107450,261286673,14455412,14299022,5852859,17213484,49011878,56769010,1664757,78.56461506,15.9,99.7,543
razavi-1401,Razavi Khorasan,1401,383541755,329369443,12774230,17138022,5757226,18502834,63595104,76115202,2325766,80.60430312,15.4,72.4,674
razavi-1402,Razavi Khorasan,1402,406918701,351354896,12259552,16784655,4947801,21571797,57143633,84399479,2142854,82.86332819,15,54,741
razavi-1403,Razavi Khorasan,1403,421461946,362843767,12278719,16869548,4804881,24665031,51377518,87427479,1690862,82.46457525,16.4,66.3,646
semnan-1395,Semnan,1395,96940286,74301236,6813074,4578074,3404309,7843593,10072267,8546439,245927,80.29658374,17.2,88.4,225
semnan-1396,Semnan,1396,120909261,92849971,7764616,6817779,3889974,9586921,11893624,10197551,256332,83.94725201,17.8,69.3,250
semnan-1397,Semnan,1397,132936031,103223368,8584115,6907173,4356386,9864989,15696332,12605947,418968,84.97567202,18.1,73.1,254
semnan-1398,Semnan,1398,136577253,105256047,9486728,6709741,4826556,10298181,16103970,12227186,463189,83.99965099,17.7,54.1,261
semnan-1399,Semnan,1399,109709713,82159985,9505949,5961375,2789405,9292999,21587859,7233334,166322,83.32532461,18.2,35.6,175
semnan-1400,Semnan,1400,125555048,96450537,9877988,6162019,2405065,10659439,26857562,9615658,6601,85.10135243,18.2,20.3,231
